ordo_id	ordo_name	omim_id	orphanet_link
88621	Ichthyosis-prematurity syndrome	608649	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88621
88628	Posterior column ataxia-retinitis pigmentosa syndrome	609033	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88628
88629	Tritanopia	190900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88629
88630	Terminal osseous dysplasia-pigmentary defects syndrome	300244	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88630
88620	Isolated congenital anosmia	107200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88620
88619	Familial acute necrotizing encephalopathy	608033	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88619
88618	Psychomotor delay due to S-adenosylhomocysteine hydrolase deficiency	613752	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88618
87876	Sialidosis type 2	256550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=87876
87503	Mal de Meleda	248300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=87503
86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type	244850	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86923
86920	Dermatopathia pigmentosa reticularis	125595	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86920
86919	Keratosis palmaris et plantaris-clinodactyly syndrome	148520	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86919
86915	Lymphedema-atrial septal defects-facial changes syndrome	601927	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86915
522077	Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome	618218	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=522077
86914	Lymphedema-cerebral arteriovenous anomaly syndrome	152900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86914
521438	Congenital vertebral-cardiac-renal anomalies syndrome	617660	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521438
521438	Congenital vertebral-cardiac-renal anomalies syndrome	617661	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521438
86900	Interdigitating dendritic cell sarcoma	267730	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86900
521426	PLAA-associated neurodevelopmental disorder	617527	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521426
521414	Autosomal dominant Charcot-Marie-Tooth disease type 2DD	618036	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521414
521258	Xq25 microduplication syndrome	300979	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521258
521305	Proximal myopathy with focal depletion of mitochondria	600706	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521305
521390	Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome	617296	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521390
521406	Dystonia-parkinsonism-hypermanganesemia syndrome	617013	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=521406
89838	Epidermolysis bullosa simplex, autosomal recessive K14	601001	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=89838
88949	MUC1-related autosomal dominant tubulointerstitial kidney disease	174000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88949
88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	162000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88950
88940	Pseudohypoaldosteronism type 2C	614492	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88940
88939	Pseudohypoaldosteronism type 2B	614491	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88939
88938	Pseudohypoaldosteronism type 2A	145260	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88938
88924	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	600273	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88924
88918	Autosomal dominant Alport syndrome	104200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88918
88919	Autosomal recessive Alport syndrome	203780	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88919
88917	X-linked Alport syndrome	301050	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=88917
93256	Fragile X-associated tremor/ataxia syndrome	300623	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93256
528091	Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	617021	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=528091
93262	Crouzon syndrome-acanthosis nigricans syndrome	612247	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93262
93267	Cloverleaf skull-multiple congenital anomalies syndrome	607161	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93267
93268	Short rib-polydactyly syndrome, Beemer-Langer type	269860	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93268
93283	Spondyloepiphyseal dysplasia, Kimberley type	608361	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93283
93279	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	604864	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93279
93274	Thanatophoric dysplasia type 2	187601	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93274
93275	Thanatophoric dysplasia, Glasgow variant	273680	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93275
527497	NKX6-2-related autosomal recessive hypomyelinating leukodystrophy	617560	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=527497
93110	Posterior urethral valve	618612	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93110
527450	Severe myopia-generalized joint laxity-short stature syndrome	617662	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=527450
92050	Congenital tufting enteropathy	613217	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=92050
93160	Hypocalcemic vitamin D-resistant rickets	277440	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93160
93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	614455	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93114
93111	HNF1B-related autosomal dominant tubulointerstitial kidney disease	137920	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93111
93322	Tibial hemimelia	275220	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93322
93325	Autosomal dominant Kenny-Caffey syndrome	127000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93325
93324	Autosomal recessive Kenny-Caffey syndrome	244460	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93324
93329	Autosomal recessive omodysplasia	258315	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93329
93328	Autosomal dominant omodysplasia	164745	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93328
93333	Pelviscapular dysplasia	260660	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93333
93339	Polydactyly of a biphalangeal thumb	174400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93339
93337	Polydactyly of an index finger	174600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93337
93338	Polysyndactyly	174700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93338
93349	X-linked spondyloepimetaphyseal dysplasia	300106	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93349
93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	184250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93346
93347	Anauxetic dysplasia	618853	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93347
93347	Anauxetic dysplasia	607095	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93347
93347	Anauxetic dysplasia	617396	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93347
93356	Spondyloepimetaphyseal dysplasia, Missouri type	602111	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93356
93351	Spondyloepimetaphyseal dysplasia, Irapa type	271650	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93351
93352	Spondyloepimetaphyseal dysplasia, Shohat type	602557	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93352
93293	Okihiro syndrome	607323	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93293
93296	Achondrogenesis type 2	200610	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93296
93298	Achondrogenesis type 1B	600972	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93298
93299	Achondrogenesis type 1A	200600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93299
93302	Brachyolmia, Maroteaux type	613678	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93302
93301	Brachyolmia type 1, Hobaek type	271530	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93301
93303	Brachyolmia type 1, Toledo type	271630	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93303
93304	Autosomal dominant brachyolmia	113500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93304
93307	Multiple epiphyseal dysplasia type 4	226900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93307
93308	Multiple epiphyseal dysplasia type 1	132400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93308
93311	Multiple epiphyseal dysplasia type 5	607078	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93311
93314	Spondylometaphyseal dysplasia, Kozlowski type	184252	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93314
93315	Spondylometaphyseal dysplasia, 'corner fracture' type	184255	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93315
93316	Spondylometaphyseal dysplasia, Schmidt type	184253	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93316
93317	Spondylometaphyseal dysplasia, Sedaghatian type	250220	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=93317
90673	Hypothyroidism due to TSH receptor mutations	275200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90673
90674	Isolated thyroid-stimulating hormone deficiency	275100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90674
529828	Enzalutamide toxicity	618018	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=529828
90658	Charcot-Marie-Tooth disease type 1E	118300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90658
90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	201810	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90791
90790	Congenital lipoid adrenal hyperplasia due to STAR deficency	201710	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90790
529965	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome	617682	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=529965
529970	Male infertility due to acephalic spermatozoa	618112	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=529970
529970	Male infertility due to acephalic spermatozoa	617187	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=529970
90653	Stickler syndrome type 1	108300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90653
90652	Otopalatodigital syndrome type 2	304120	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90652
90654	Stickler syndrome type 2	604841	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90654
529665	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome	617810	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=529665
90647	Jervell and Lange-Nielsen syndrome	220400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90647
90650	Otopalatodigital syndrome type 1	311300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90650
90649	Orofaciodigital syndrome type 7	608518	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90649
90646	Deafness-hypogonadism syndrome	304350	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90646
90641	Mitochondrial non-syndromic sensorineural deafness	500008	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90641
91396	Isolated cryptophthalmia	123570	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91396
91412	Marcus-Gunn syndrome	154600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91412
91413	Congenital Horner syndrome	143000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91413
91411	Congenital ptosis	178300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91411
91496	Snowflake vitreoretinal degeneration	193230	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91496
91494	Macular coloboma-cleft palate-hallux valgus syndrome	216800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91494
91500	Tubulointerstitial nephritis and uveitis syndrome	607665	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91500
91498	Familial congenital palsy of trochlear nerve	136480	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91498
91481	Ring dermoid of cornea	180550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91481
91414	Pilomatrixoma	132600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91414
91489	Isolated congenital megalocornea	309300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91489
91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	610773	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91130
91131	DK1-CDG	610768	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91131
91132	Ichthyosis-hypotrichosis syndrome	602400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91132
90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	202110	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90793
90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	201910	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90794
90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	202010	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90795
90797	Partial androgen insensitivity syndrome	312300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=90797
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	610842	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91135
91138	Cryoglobulinemic vasculitis	123550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=91138
79396	Epidermolysis bullosa simplex, generalized severe	131760	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79396
79397	Epidermolysis bullosa simplex with mottled pigmentation	131960	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79397
79395	Keratoderma hereditarium mutilans with ichthyosis	604117	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79395
79399	Epidermolysis bullosa simplex, generalized intermediate	131900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79399
79401	Epidermolysis bullosa simplex, Ogna type	131950	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79401
79400	Localized epidermolysis bullosa simplex	131800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79400
79403	Junctional epidermolysis bullosa-pyloric atresia syndrome	226730	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79403
79404	Junctional epidermolysis bullosa, generalized severe	226700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79404
79408	Severe generalized recessive dystrophic epidermolysis bullosa	226600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79408
79411	Transient bullous dermolysis of the newborn	131705	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79411
79410	Pretibial dystrophic epidermolysis bullosa	131850	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79410
79447	X-linked lethal multiple pterygium syndrome	312150	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79447
79435	Oculocutaneous albinism type 4	606574	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79435
79434	Oculocutaneous albinism type 1B	606952	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79434
79433	Oculocutaneous albinism type 3	203290	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79433
79432	Oculocutaneous albinism type 2	203200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79432
79431	Oculocutaneous albinism type 1A	203100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79431
79445	Pseudopseudohypoparathyroidism	612463	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79445
79444	Pseudohypoparathyroidism type 1C	612462	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79444
79443	Pseudohypoparathyroidism type 1A	103580	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79443
79482	Cutis verticis gyrata-thyroid aplasia-intellectual disability syndrome	304200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79482
79478	Griscelli syndrome type 3	609227	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79478
79493	Brooke-Spiegler syndrome	605041	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79493
79486	Cystic hygroma	257350	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79486
79477	Griscelli syndrome type 2	607624	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79477
79476	Griscelli syndrome type 1	214450	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79476
79473	Porphyria variegata	176200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79473
79269	Sanfilippo syndrome type A	252900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79269
79257	GM1 gangliosidosis type 3	230650	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79257
79256	GM1 gangliosidosis type 2	230600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79256
79255	GM1 gangliosidosis type 1	230500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79255
79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	232220	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79259
79258	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia	232200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79258
79246	Pyruvate dehydrogenase phosphatase deficiency	608782	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79246
79240	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	261750	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79240
79241	Biotinidase deficiency	253260	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79241
79238	Galactose epimerase deficiency	230350	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79238
79239	Classic galactosemia	230400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79239
79244	Pyruvate dehydrogenase E2 deficiency	245348	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79244
79242	Holocarboxylase synthetase deficiency	253270	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79242
79243	Pyruvate dehydrogenase E1-alpha deficiency	312170	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79243
79299	Hyperinsulinism due to glucokinase deficiency	602485	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79299
79301	Congenital bile acid synthesis defect type 1	607765	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79301
79293	Familial LCAT deficiency	245900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79293
79292	Fish-eye disease	136120	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79292
79278	Autosomal erythropoietic protoporphyria	177000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79278
79279	Alpha-N-acetylgalactosaminidase deficiency type 1	609241	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79279
79280	Alpha-N-acetylgalactosaminidase deficiency type 2	609242	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79280
79282	Methylmalonic acidemia with homocystinuria, type cblC	277400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79282
79283	Methylmalonic acidemia with homocystinuria, type cblD	277410	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79283
79284	Methylmalonic acidemia with homocystinuria type cblF	277380	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79284
79270	Sanfilippo syndrome type B	252920	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79270
79271	Sanfilippo syndrome type C	252930	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79271
79272	Sanfilippo syndrome type D	252940	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79272
79273	Hereditary coproporphyria	121300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79273
79276	Acute intermittent porphyria	176000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79276
79277	Congenital erythropoietic porphyria	263700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79277
79333	COG7-CDG	608779	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79333
79332	B4GALT1-CDG	607091	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79332
79330	MOGS-CDG	606056	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79330
79329	MGAT2-CDG	212066	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79329
79328	ALG9-CDG	608776	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79328
79327	ALG1-CDG	608540	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79327
79326	ALG2-CDG	607906	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79326
79325	ALG8-CDG	608104	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79325
79324	ALG12-CDG	607143	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79324
79323	MPDU1-CDG	609180	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79323
79322	DPM1-CDG	608799	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79322
79321	ALG3-CDG	601110	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79321
79320	ALG6-CDG	603147	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79320
79319	MPI-CDG	602579	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79319
79318	PMM2-CDG	212065	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79318
79314	L-2-hydroxyglutaric aciduria	236792	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79314
79315	D-2-hydroxyglutaric aciduria	600721	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79315
79310	Vitamin B12-responsive methylmalonic acidemia type cblA	251100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79310
79311	Vitamin B12-responsive methylmalonic acidemia type cblB	251110	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79311
79306	Progressive familial intrahepatic cholestasis type 1	211600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79306
79304	Progressive familial intrahepatic cholestasis type 2	601847	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79304
79305	Progressive familial intrahepatic cholestasis type 3	602347	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79305
79302	Congenital bile acid synthesis defect type 3	613812	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79302
79303	Congenital bile acid synthesis defect type 2	235555	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79303
79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	601815	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79351
79350	3-phosphoserine phosphatase deficiency, infantile/juvenile form	614023	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79350
79346	Chondrodysplasia punctata, tibial-metacarpal type	118651	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79346
79347	Chondrodysplasia punctata, Toriello type	215105	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79347
79345	Brachytelephalangic chondrodysplasia punctata	302950	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79345
85191	Singleton-Merten dysplasia	182250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=85191
